Institution Reference Number,Institution Name,Address Line 1,Address Line 2,Address Line 3,Town,County,Postcode,Telephone,Management,Type,Status,Date Closed,Email,
142-0022,Methodist College,1 MALONE ROAD,,,BELFAST,ANTRIM,BT9 6BY ,028 9020 5205,Voluntary,Grammar,Open,,info@mcb.belfast.ni.sch.uk,
142-0027,The Royal Belfast Academical Institution,COLLEGE SQUARE EAST,,,BELFAST,ANTRIM,BT1 6DL ,028 9024 0461,Voluntary,Grammar,Open,,info@rbai.belfast.ni.sch.uk,
142-0028,Belfast Royal Academy,5-17 CLIFTONVILLE ROAD,,,BELFAST,ANTRIM,BT14 6JL,028 9075 0610,Voluntary,Grammar,Open,,info@bfsra.belfast.ni.sch.uk,
142-0029,St Dominic's High School,135-137 FALLS ROAD,,,BELFAST,ANTRIM,BT12 6AE,028 9032 0081,Voluntary,Grammar,Open,,info@stdominics.belfast.ni.sch.uk,
142-0030,St Malachy's College,36 ANTRIM ROAD,,,BELFAST,ANTRIM,BT15 2AE,028 9074 8285,Voluntary,Grammar,Open,,info@stmalachys.belfast.ni.sch.uk,
142-0082,Dominican College,38 FORTWILLIAM PARK,,,BELFAST,ANTRIM,BT15 4AQ,028 9037 0298,Voluntary,Grammar,Open,,info@dominican.belfast.ni.sch.uk,
142-0089,Strathearn School,188 BELMONT ROAD,,,BELFAST,ANTRIM,BT4 2AU ,028 9047 1595,Voluntary,Grammar,Open,,info@strathearn.belfast.ni.sch.uk,
142-0095,Rathmore Grammar School,KINGSWAY,FINAGHY,,BELFAST,ANTRIM,BT10 0LF,028 9061 0115,Voluntary,Grammar,Open,,info@rathmoregs.belfast.ni.sch.uk,
142-0264,Victoria College,CRANMORE PARK,,,BELFAST,ANTRIM,BT9 6JA ,028 9066 1506,Voluntary,Grammar,Open,,info@victoriacollege.belfast.ni.sch.uk,
142-0265,Hunterhouse College,UPPER LISBURN ROAD,,,BELFAST,ANTRIM,BT10 0LE,028 9061 2293,Voluntary,Grammar,Open,,info@hunterhouse.belfast.ni.sch.uk,
142-0277,Aquinas Diocesan Grammar School,518 RAVENHILL ROAD,,,BELFAST,ANTRIM,BT6 0BY ,028 9064 3939,Voluntary,Grammar,Open,,info@aquinas.belfast.ni.sch.uk,
162-0020,Campbell College Junior School,562-594 Upper Newtownards Road,,,BELFAST,ANTRIM,BT4  3HJ,028 90763076,Voluntary,Preps,Open,,info@campbellcollegejs.belfast.ni.sch.uk,
162-0022,Fullerton House Preparatory School,1 MALONE ROAD,,,BELFAST,ANTRIM,BT9 6BY ,028 90205217,Voluntary,Preps,Open,,info@fullertonhouse.belfast.ni.sch.uk,
162-0023,Downey House School,9 PIRRIE PARK GARDENS,,,BELFAST,ANTRIM,BT6  0AG,028 90286660,Voluntary,Preps,Open,,info@downeyhouse.belfast.ni.sch.uk,
162-0027,Inchmarlo,CRANMORE PARK,,,BELFAST,ANTRIM,BT9 6JR ,028 90381454,Voluntary,Preps,Open,,info@inchmarlo.belfast.ni.sch.uk,
162-0028,Ben Madigan Preparatory School,690 ANTRIM ROAD,,,BELFAST,ANTRIM,BT15 5GP,028 90771139,Voluntary,Preps,Open,,info@benmadigan.belfast.ni.sch.uk,
162-0089,Strathearn School,188 BELMONT ROAD,,,BELFAST,ANTRIM,BT4 2AU ,028 9047 1595,Voluntary,Preps,Open,,info@strathearn.belfast.ni.sch.uk,
162-0264,Victoria College Prepatory School,CRANMORE PARK,,,BELFAST,ANTRIM,BT9 6JA ,028 90661506,Voluntary,Preps,Open,,info@victoriacollege.belfast.ni.sch.uk,
201-0380,Londonderry Model Primary School ,NORTHLAND ROAD,,,LONDONDERRY,LONDONDERRY,BT48 7HJ,028 7126 2188,Controlled,Primary,Open,,info@model.londonderry.ni.sch.uk,
201-0382,Ebrington Primary and Nursery School,Clooney Campus,67b Limavady Road,,LONDONDERRY,LONDONDERRY,BT47 6LR,028 7134 3864,Controlled,Primary,Open,,info@ebrington.londonderry.ni.sch.uk,
201-1787,Kesh Primary School ,44 CREVENISH ROAD,KESH,,ENNISKILLEN,FERMANAGH,BT93 1RF,028 6863 1441,Controlled,Primary,Open,,info@kesh.enniskillen.ni.sch.uk,
201-1789,Moat Primary School ,LISNASKEA,,,ENNISKILLEN,FERMANAGH,BT92 0JH,028 6772 1212,Controlled,Primary,Open,,info@moatps.lisnaskea.ni.sch.uk,
201-1860,Belleek Primary School ,CORRY,BELLEEK,,ENNISKILLEN,FERMANAGH,BT93 3EZ,028 686 58211,Controlled,Primary,Open,,info@belleekps.belleek.ni.sch.uk,
201-1873,Aghadrumsee Primary School ,14 AGHADRUMSEE ROAD ,,,ENNISKILLEN,FERMANAGH,BT92 7AU,028 6775 1285,Controlled,Primary,Open,,info@aghadrumseeps.enniskillen.ni.sch.uk,
201-1879,Newtownbutler Primary School ,58 HIGH STREET,NEWTOWNBUTLER,,ENNISKILLEN,FERMANAGH,BT92 8JE,028 6773 8248,Controlled,Primary,Open,,info@newtownbutlerps.enniskillen.ni.sch.uk,
201-1881,Florencecourt Primary School ,Drumlaghy Two; ,,,ENNISKILLEN,FERMANAGH,BT92 1BZ,028 6634 8225,Controlled,Primary,Open,,info@florencecourt.enniskillen.ni.sch.uk,
201-1893,Ballinamallard Primary School ,19 BARAGH ROAD,BALLINAMALLARD,,ENNISKILLEN,FERMANAGH,BT94 2NY,028 6638 8262,Controlled,Primary,Open,,info@ballinamallardps.enniskillen.ni.sch.uk,
201-1894,Brookeborough Primary School ,BROOKEBOROUGH,,,ENNISKILLEN,FERMANAGH,BT94 4EZ,028 8953 1272,Controlled,Primary,Open,,info@brookeboroughps.enniskillen.ni.sch.uk,
201-1899,Derrygonnelly Primary School ,22 CALDRUM ROAD ,,,ENNISKILLEN,FERMANAGH,BT93 6HY,028 6864 1286,Controlled,Primary,Open,,info@derrygonnellyps.enniskillen.ni.sch.uk,
201-2052,Culmore Primary School ,181 CULMORE ROAD,,,LONDONDERRY,LONDONDERRY,BT48 8JH,028 7135 1259,Controlled,Primary,Open,,info@culmoreps.londonderry.ni.sch.uk,
201-2095,Ballougry Primary School ,30A MULLENAN ROAD,,,LONDONDERRY,LONDONDERRY,BT48 9XN,028 7126 3177,Controlled,Primary,Open,,info@ballougryps.londonderry.ni.sch.uk,
201-2227,Drumahoe Primary School ,31 DRUMAHOE ROAD,DRUMAHOE,,LONDONDERRY,LONDONDERRY,BT47 3SD,028 7130 2284,Controlled,Primary,Open,,info@drumahoe.londonderry.ni.sch.uk,
201-2245,Eglinton Primary School ,22 WOODVALE ROAD,EGLINTON,,LONDONDERRY,LONDONDERRY,BT47 3AH,028 7181 0510,Controlled,Primary,Open,,info@eglinton.londonderry.ni.sch.uk,
201-2261,Newbuildings Primary School ,83A VICTORIA ROAD,NEWBUILDINGS,,LONDONDERRY,LONDONDERRY,BT47 2RL,028 7134 3896,Controlled,Primary,Open,,info@newbuildings.newbuildings.ni.sch.uk,
201-2298,Ballykelly Primary School ,8 GLENHEAD ROAD,BALLYKELLY,,LIMAVADY,LONDONDERRY,BT49 9JS,028 7776 2864,Controlled,Primary,Open,,info@ballykelly.limavady.ni.sch.uk,
201-2344,Mcclintock Primary School ,LETFERN ROAD,SESKINORE,,OMAGH,TYRONE,BT78 1UQ,028 8284 1613,Controlled,Primary,Open,,info@mcclintockps.omagh.ni.sch.uk,
201-2378,Dunmullan Primary School ,42 DUNMULLAN ROAD,KNOCKMOYLE,,OMAGH,TYRONE,BT79 7TE,028 8224 7266,Controlled,Primary,Open,,info@dunmullanps.omagh.ni.sch.uk,
201-2638,Edwards Primary School ,26 HOSPITAL ROAD,,,CASTLEDERG,TYRONE,BT81 7HY,028 8167 1642,Controlled,Primary,Open,,info@edwards.castlederg.ni.sch.uk,
201-2641,Killen Primary School ,76 LEARMORE ROAD,KILLEN,,CASTLEDERG,TYRONE,BT81 7SD,028 8167 1198,Controlled,Primary,Open,,info@killenps.castlederg.ni.sch.uk,
201-2648,Gillygooley Primary School ,71 GILLYGOOLEY ROAD,,,OMAGH,TYRONE,BT78 5PX,028 8224 2932,Controlled,Primary,Open,,info@gillygooleyps.omagh.ni.sch.uk,
201-2660,Denamona Primary School ,31 CRAIGAVON ROAD,FINTONA,,OMAGH,TYRONE,BT78 2BN,028 8284 1380,Controlled,Primary,Open,,info@denamonaps.fintona.ni.sch.uk,
201-2669,Queen Elizabeth II Primary School ,115 KILSKEERY ROAD,TRILLICK,,OMAGH,TYRONE,BT78 3RJ,028 8956 1389,Controlled,Primary,Open,,info@queenelizps.kilskeery.ni.sch.uk,
201-2671,Langfield Primary School ,2 WILLMOUNT ROAD,DRUMQUIN,,OMAGH,TYRONE,BT78 4PG,028 8283 1386,Controlled,Primary,Open,,info@langfieldps.drumquin.ni.sch.uk,
201-2691,Omagh County Primary School ,37 CAMPSIE ROAD,,,OMAGH,TYRONE,BT79 0AJ,028 8224 2642,Controlled,Primary,Open,,info@omaghcounty.omagh.ni.sch.uk,
201-2707,Dromore Primary School ,25 GALBALLY ROAD,DROMORE,,OMAGH,TYRONE,BT78 3EE,028 8289 8362,Controlled,Primary,Open,,info@dromoreps.omagh.ni.sch.uk,
201-2708,Strabane Primary School,43 DERRY ROAD,,,STRABANE,TYRONE,BT82 8DX,028 7138 2510,Controlled,Primary,Open,,info@strabaneps.strabane.ni.sch.uk,
201-2711,Donemana Primary School ,29 LONGLAND ROAD,DONEMANA,,STRABANE,TYRONE,BT82 0PH,028 7139 8633,Controlled,Primary,Open,,info@donemanaps.strabane.ni.sch.uk,
201-6003,Jones Memorial Primary School ,MULLYLOGAN,,,ENNISKILLEN,FERMANAGH,BT74 5QF,028 6632 3420,Controlled,Primary,Open,,info@jonesmemorial.enniskillen.ni.sch.uk,
201-6029,Drumachose Primary School ,ALEXANDER ROAD,,,LIMAVADY,LONDONDERRY,BT49 0BS,028 7772 2751,Controlled,Primary,Open,,info@drumachose.limavady.ni.sch.uk,
201-6068,Artigarvan Primary School ,31 BERRYHILL ROAD,,,STRABANE,TYRONE,BT82 0HN,028 7188 3684,Controlled,Primary,Open,,info@artigarvanps.strabane.ni.sch.uk,
201-6071,Greenhaw Primary School ,CARNHILL ESTATE,,,LONDONDERRY,LONDONDERRY,BT48 8BA,028 7135 1908,Controlled,Primary,Open,,info@greenhaw.londonderry.ni.sch.uk,
201-6089,Gibson Primary School ,64 OLD MOUNTFIELD ROAD,,,OMAGH,TYRONE,BT79 7EG,028 8224 4552,Controlled,Primary,Open,,info@gibson.omagh.ni.sch.uk,
201-6102,Tempo Primary School ,3 CULLION ROAD ,TEMPO,,ENNISKILLEN,FERMANAGH,BT94 3LU,028 8954 1349,Controlled,Primary,Open,,info@tempops.enniskillen.ni.sch.uk,
201-6124,Ashlea Primary School ,163 STEVENSON PARK,TULLYALLY,,LONDONDERRY,LONDONDERRY,BT47 3QT,028 7134 7950,Controlled,Primary,Open,,info@ashlea.londonderry.ni.sch.uk,
201-6127,Maguiresbridge Primary School ,7 DRUMGOON ROAD,MAGUIRESBRIDGE,,ENNISKILLEN,FERMANAGH,BT94 4PJ,028 6772 1451,Controlled,Primary,Open,,info@maguiresbridgeps.enniskillen.ni.sch.uk,
201-6151,Irvinestown Primary School ,24 BURFITS HILL,IRVINESTOWN,,ENNISKILLEN,FERMANAGH,BT94 1DY,028 6862 1408,Controlled,Primary,Open,,info@irvinestownps.enniskillen.ni.sch.uk,
201-6152,Enniskillen Model Primary School ,5 CASTLECOOLE ROAD,,,ENNISKILLEN,FERMANAGH,BT74 6HZ,028 6632 4865,Controlled,Primary,Open,,info@enniskillenmodel.enniskillen.ni.sch.uk,
201-6184,Lack Primary School ,6 TIRWINNY ROAD,,,ENNISKILLEN,FERMANAGH,BT93 0BU,028 6863 1442,Controlled,Primary,Open,,info@lackps.enniskillen.ni.sch.uk,
201-6203,Lisnagelvin Primary School ,46 RICHILL PARK,,,LONDONDERRY,LONDONDERRY,BT47 5QZ,028 7134 7947,Controlled,Primary,Open,,info@lisnagelvin.londonderry.ni.sch.uk,
201-6218,Lisbellaw Primary School ,40 CLOGHCOR ROAD,TATNAMALLAGHT,,ENNISKILLEN,FERMANAGH,BT94 5BF,028 6638 7214,Controlled,Primary,Open,,info@lisbellaw.enniskillen.ni.sch.uk,
201-6262,Newtownstewart Model Primary School ,6 BARONSCOURT ROAD,NEWTOWNSTEWART,,OMAGH,TYRONE,BT78 4EX,028 8166 1532,Controlled,Primary,Open,,info@newtownstewartmodelps.newtownstewart.ni.sch.uk,
201-6372,Cumber Claudy Primary School ,20 CREGG ROAD,CLAUDY,,LONDONDERRY,LONDONDERRY,BT47 4HX,028 7133 7080,Controlled,Primary,Open,,info@cumberclaudy.claudy.ni.sch.uk,
201-6395,Gortin Primary School ,9 CULVACULLION ROAD,GORTIN,,OMAGH,TYRONE,BT79 8QB,028 8164 8268,Controlled,Primary,Open,,info@gortinps.omagh.ni.sch.uk,
201-6426,Limavady Central Primary School ,57 SCROGGY ROAD,,,LIMAVADY,LONDONDERRY,BT49 0NB,028 7772 2485,Controlled,Primary,Open,,info@limavadycentral.limavady.ni.sch.uk,
201-6442,Sion Mills Primary School ,WEST VIEW TERRACE,SION MILLS,,STRABANE,TYRONE,BT82 9HP,028 8165 8249,Controlled,Primary,Open,,info@sionmills.strabane.ni.sch.uk,
201-6564,Fountain Primary School ,18 HAWKIN STREET,THE FOUNTAIN,,LONDONDERRY,LONDONDERRY,BT48 6RE,028 7137 4909,Controlled,Primary,Open,,info@fountainps.londonderry.ni.sch.uk,
201-6645,Bready Jubilee Primary School ,12 CLOUGHBOY ROAD,BREADY,,STRABANE,TYRONE,BT82 0DN,028 71841319,Controlled,Primary,Open,,info@bready.strabane.ni.sch.uk,
201-6656,Drumrane Primary School,286 Drumrane Road,Dungiven,,LONDONDERRY,LONDONDERRY,BT47 4NL,028 7774 1359,Controlled,Primary,Open,,info@drumraneps.dungiven.ni.sch.uk,
201-6663,Cooley Primary School ,90 COOLEY ROAD,COOLEY,,OMAGH,TYRONE,BT79 9DH,028 80758742,Controlled,Primary,Open,,info@cooley.omagh.ni.sch.uk,
201-6700,Gaelscoil Neachtain ,8 Chapel Road,DUNGIVEN,,LONDONDERRY,LONDONDERRY,BT47 4RF,7774 2529,Controlled,Primary,Open,,info@gaelscoil.dungiven.ni.sch.uk,
201-6701,Ardstraw Jubilee Primary School ,Deerpark Road,Newtownstewart,,OMAGH,TYRONE,BT78 4LA,02881 661504,Controlled,Primary,Open,, info@ajps.ardstraw.ni.sch.uk,
203-0364,Rosemount Primary School ,18 HELEN STREET,,,LONDONDERRY,LONDONDERRY,BT48 9DD,028 7126 5605,Roman Catholic Maintained,Primary,Open,,info@rosemount.derry.ni.sch.uk,
203-0373,Nazareth House Primary School ,BISHOP STREET,,,LONDONDERRY,LONDONDERRY,BT48 6UN,028 7128 0212,Roman Catholic Maintained,Primary,Open,,info@nazarethhouse.derry.ni.sch.uk,
203-0381,Holy Child Primary School ,4 CENTRAL DRIVE,CREGGAN ESTATE,,LONDONDERRY,LONDONDERRY,BT48 9QQ,028 7126 1263,Roman Catholic Maintained,Primary,Open,,info@holychild.derry.ni.sch.uk,
203-1828,St Patrick's Primary School ,MULLINASKEA,GARVARY PO,,ENNISKILLEN,FERMANAGH,BT94 3AD,028 6632 6539,Roman Catholic Maintained,Primary,Open,,info@mullanaskea.enniskillen.ni.sch.uk,
203-1863,Tattygar Primary School ,6 TATTYGARE ROAD ,LISBELLAW,,ENNISKILLEN,FERMANAGH,BT94 5GT,028 6638 7674,Roman Catholic Maintained,Primary,Open,,info@tattygarps.enniskillen.ni.sch.uk,
203-1868,St Tierney's Primary School ,MULLAGHCONNOLLY,,,ENNISKILLEN,FERMANAGH,BT92 7JS,028 6775 1493,Roman Catholic Maintained,Primary,Open,,info@sttierneysps.roslea.ni.sch.uk,
203-1869,St Mary's Primary School ,NEWTOWNBUTLER,,,ENNISKILLEN,FERMANAGH,BT92 8JJ,028 6773 8690,Roman Catholic Maintained,Primary,Open,,info@stmarysntb.newtownbutler.ni.sch.uk,
203-1874,St Patrick's Primary School ,TONAGH ROAD,DERRYGONNELLY,,ENNISKILLEN,FERMANAGH,BT93 6LR,028 6864 1358,Roman Catholic Maintained,Primary,Open,,info@stpatricksps.derrygonnelly.ni.sch.uk,
203-1876,St Mary's Primary School ,18 TEIGES HILL ROAD ,BROOKEBOROUGH,,ENNISKILLEN,FERMANAGH,BT94 4HY,028 8953 1469,Roman Catholic Maintained,Primary,Open,,info@stmarysps.brookeborough.ni.sch.uk,
203-1880,St Ninnidh's Primary School ,DERRYLIN,,,ENNISKILLEN,FERMANAGH,BT92 9JZ,028 6774 8318,Roman Catholic Maintained,Primary,Open,,info@stninnidhsps.derrylin.ni.sch.uk,
203-1884,St Mary's Primary School ,120 TIRAVALLY ROAD ,,,ENNISKILLEN,FERMANAGH,BT92 3ET,028 6634 8577,Roman Catholic Maintained,Primary,Open,,info@stmaryspskl.enniskillen.ni.sch.uk,
203-1887,St John the Baptist Primary School ,38 ROSCOR LANE ,CARRENBEG,ROSCOR,ENNISKILLEN,FERMANAGH,BT93 3DP,028 6865 8484,Roman Catholic Maintained,Primary,Open,,info@stjohnbaptist.enniskillen.ni.sch.uk,
203-1890,St Mary's Primary School ,70 ARNEY ROAD - MULLYMESKER,BELLANALECK,,ENNISKILLEN,FERMANAGH,BT92 2AB,028 6634 8598,Roman Catholic Maintained,Primary,Open,,info@stmarysps.mullymesker.ni.sch.uk,
203-1895,St Mary's Primary School ,COOLCRANNELL,MAGUIRESBRIDGE,,ENNISKILLEN,FERMANAGH,BT94 4RG,028 6772 1413,Roman Catholic Maintained,Primary,Open,,info@stmarysps.maguiresbridge.ni.sch.uk,
203-1897,Killyhommon Primary School ,51 AGHAHERRISH ROAD ,BOHO,,ENNISKILLEN,FERMANAGH,BT74 8BZ,028 6634 1286,Roman Catholic Maintained,Primary,Open,,info@killyhommonps.enniskillen.ni.sch.uk,
203-1898,St Paul's Primary School ,LISNARICK ROAD,IRVINESTOWN,,ENNISKILLEN,FERMANAGH,BT94 1EY,028 6862 1133,Roman Catholic Maintained,Primary,Open,,info@stpauls.irvinestown.ni.sch.uk,
203-1901,St Ronan's Primary School ,34 NUTFIELD ROAD,BROOKEBOROUGH ROAD,LISNASKEA,ENNISKILLEN,FERMANAGH,BT92 0LA,028 6772 1511,Roman Catholic Maintained,Primary,Open,,info@stronans.lisnaskea.ni.sch.uk,
203-2212,Glendermott Primary School ,50 ARDMORE ROAD,BALLYSHASKY,,LONDONDERRY,LONDONDERRY,BT47 3QZ,028 7134 9489,Roman Catholic Maintained,Primary,Open,,info@glendermottps.derry.ni.sch.uk,
203-2263,St Canice's Primary School ,34 GLENEDRA ROAD,FEENY,,LONDONDERRY,LONDONDERRY,BT47 4TW,028 7778 1346,Roman Catholic Maintained,Primary,Open,,info@stcanicesps.derry.ni.sch.uk,
203-2278,Broadbridge Primary School ,3 COOLAFINNY ROAD,EGLINTON,,LONDONDERRY,LONDONDERRY,BT47 3PG,028 7181 0520,Roman Catholic Maintained,Primary,Open,,info@broadbridge.derry.ni.sch.uk,
203-2286,St Matthew's Primary School ,296 DRUMSURN ROAD,,,LIMAVADY,LONDONDERRY,BT49 0PX,028 7776 3887,Roman Catholic Maintained,Primary,Open,,info@stmatthewsps.drumsurn.ni.sch.uk,
203-2287,Termoncanice Primary School ,RATHBRADY ROAD,,,LIMAVADY,LONDONDERRY,BT49 9BH,028 7772 2885,Roman Catholic Maintained,Primary,Open,,info@termoncanice.limavady.ni.sch.uk,
203-2294,St Mary's Primary School ,70 MONADORE ROAD,CLAUDY,,LONDONDERRY,LONDONDERRY,BT47 4DP,028 7778 1384,Roman Catholic Maintained,Primary,Open,,info@stmarysps.park.ni.sch.uk,
203-2300,Listress Primary School ,71 SLAGHTMANUS ROAD,,,LONDONDERRY,LONDONDERRY,BT47 3EY,028 7130 1443,Roman Catholic Maintained,Primary,Open,,info@listressps.derry.ni.sch.uk,
203-2573,St Brigid's Primary School ,114 ALTAMUSKIN ROAD,SIXMILECROSS,,OMAGH,TYRONE,BT79 9JA,028 8075 8386,Roman Catholic Maintained,Primary,Open,,info@stbrigidspsalt.omagh.ni.sch.uk,
203-2603,Tummery Primary School ,118 NEWPARK ROAD,DROMORE,,OMAGH,TYRONE,BT78 3JZ,028 8289 8455,Roman Catholic Maintained,Primary,Open,,info@tummeryps.dromore.ni.sch.uk,
203-2607,St Mary's Primary School ,122 OLD MOUNTFIELD ROAD,,,OMAGH,TYRONE,BT79 7LT,028 8224 2313,Roman Catholic Maintained,Primary,Open,,info@stmarysps.killyclogher.ni.sch.uk,
203-2628,Knocknagor Primary School ,78 MOORFIELD ROAD,TRILLICK,,OMAGH,TYRONE,BT78 3TX,028 8956 1435,Roman Catholic Maintained,Primary,Open,,info@knocknagorps.trillick.ni.sch.uk,
203-2639,Drumduff Primary School ,47 BRACKEY ROAD,SIXMILECROSS,,OMAGH,TYRONE,BT79 9PH,028 8075 8977,Roman Catholic Maintained,Primary,Open,,info@drumduffps.omagh.ni.sch.uk,
203-2662,St Brigid's Primary School ,4 LENAGH ROAD,MOUNTFIELD,,OMAGH,TYRONE,BT79 7PT,028 8077 1327,Roman Catholic Maintained,Primary,Open,,info@stbrigidsps.mountfield.ni.sch.uk,
203-2676,St Patrick's Primary School ,90 MAIN STREET,GORTIN,,OMAGH,TYRONE,BT79 8PU,028 8164 8420,Roman Catholic Maintained,Primary,Open,,info@stpatricksps.gortin.ni.sch.uk,
203-2677,Drumlish Primary School ,109 CAMDERRY ROAD,DROMORE,,OMAGH,TYRONE,BT78 3BJ,028 8289 8719,Roman Catholic Maintained,Primary,Open,,info@drumlishps.dromore.ni.sch.uk,
203-2682,St Eugene's Primary School ,58 FYFIN ROAD,VICTORIA BRIDGE,,STRABANE,TYRONE,BT82 9JH,028 8165 8439,Roman Catholic Maintained,Primary,Open,,info@steugenesps.strabane.ni.sch.uk,
203-2684,St Lawrence's Primary School ,7 TATTYMOYLE ROAD,FINTONA,,OMAGH,TYRONE,BT78 2NR,028 8284 1427,Roman Catholic Maintained,Primary,Open,,info@stlawrences.fintona.ni.sch.uk,
203-2685,St Brigid's Primary School ,223 GLENELLY ROAD,CRANAGH; GORTIN,,OMAGH,TYRONE,BT79 8LR,028 8164 8418,Roman Catholic Maintained,Primary,Open,,info@stbrigidsp.cranagh.ni.sch.uk,
203-2688,St Eugene's Primary School ,40 DUNBREEN VIEW ROAD,LISLAP,,OMAGH,TYRONE,BT79 7SN,028 8164 8407,Roman Catholic Maintained,Primary,Open,,info@steugenesps.omagh.ni.sch.uk,
203-2694,St Caireall's Primary School ,36 TRIENAMONGAN ROAD,,,CASTLEDERG,TYRONE,BT81 7XF,028 8167 1704,Roman Catholic Maintained,Primary,Open,,info@stcaireallsps.castlederg.ni.sch.uk,
203-2700,St Joseph's Primary School ,32 OMAGH ROAD,DRUMQUIN,,OMAGH,TYRONE,BT78 4QY,028 8283 1311,Roman Catholic Maintained,Primary,Open,,info@stjosephsps.drumquin.ni.sch.uk,
203-2704,St Ronan's Recarson Primary School ,68 ARVALEE ROAD,,,OMAGH,TYRONE,BT79 0NE,028 8224 5628,Roman Catholic Maintained,Primary,Open,,info@recarsonps.omagh.ni.sch.uk,
203-2705,St Patrick's Primary School ,171 NEWTOWNSAVILLE ROAD,ESKRA,,OMAGH,TYRONE,BT78 2RJ,028 8284 1067,Roman Catholic Maintained,Primary,Open,,info@stpatrickseskra.omagh.ni.sch.uk,
203-2721,Sacred Heart Primary School ,6 LETFERN AVENUE,,,OMAGH,TYRONE,BT78 1LA,028 8224 4614,Roman Catholic Maintained,Primary,Open,,info@sacredheartps.omagh.ni.sch.uk,
203-2723,Roscavey Primary School ,136 CLOGHERNY ROAD,BERAGH; SIXMILECROSS,,OMAGH,TYRONE,BT79 0RE,028 8075 8907,Roman Catholic Maintained,Primary,Open,,info@roscaveyps.beragh.ni.sch.uk,
203-2730,St Columba's Primary School ,86 BELLSPARK ROAD,CLADY,,STRABANE,TYRONE,BT82 9QY,028 7138 2077,Roman Catholic Maintained,Primary,Open,,info@stcolumbasps.strabane.ni.sch.uk,
203-2731,St Teresa's Primary School ,166 LOUGHMACRORY ROAD,SIXMILECROSS,,OMAGH,TYRONE,BT79 9LG,028 8076 1286,Roman Catholic Maintained,Primary,Open,,info@stteresasps.loughmacrory.ni.sch.uk,
203-2737,St Colmcille's Primary School ,2 Rockstown Road,Carrickmore,Omagh,OMAGH,TYRONE,BT79 9BE,028 8076 1283,Roman Catholic Maintained,Primary,Open,,info@stcolmcilles.carrickmore.ni.sch.uk,
203-3706,Faughanvale Primary School ,3 VALE ROAD,GREYSTEEL,,LONDONDERRY,LONDONDERRY,BT47 3EE,028 7181 0529,Roman Catholic Maintained,Primary,Open,,info@faughanvale.derry.ni.sch.uk,
203-3707,Mullabuoy Primary School ,60 LETTERSHENDONY AVENUE,CROSS,,LONDONDERRY,LONDONDERRY,BT47 3HZ,028 7130 1433,Roman Catholic Maintained,Primary,Open,,info@mullabuoyps.drumahoe.ni.sch.uk,
203-3708,St Aidan's Primary School Magilligan,552 SEACOAST ROAD,,,LIMAVADY,LONDONDERRY,BT49 0LL,028 7775 0367,Roman Catholic Maintained,Primary,Open,,info@staidansps.limavady.ni.sch.uk,
203-6008,St Patrick's Primary School ,59 DUBLIN STREET,NEWTOWNSTEWART,,OMAGH,TYRONE,BT78 4AQ,028 8166 1611,Roman Catholic Maintained,Primary,Open,,info@stpatricksps.newtownstewart.ni.sch.uk,
203-6032,St John's Primary School ,BLIGH'S LANE,,,LONDONDERRY,LONDONDERRY,BT48 9PJ,028 7126 4046,Roman Catholic Maintained,Primary,Open,,info@stjohns.derry.ni.sch.uk,
203-6045,St Canice's Primary School ,11 CURRAGH ROAD,DUNGIVEN,,LONDONDERRY,LONDONDERRY,BT47 4SE,028 7774 1457,Roman Catholic Maintained,Primary,Open,,info@stcanices.dungiven.ni.sch.uk,
203-6069,St Anne's Primary School ,32-40 UPPER NASSAU STREET,,,LONDONDERRY,LONDONDERRY,BT48 0EY,028 7126 3046,Roman Catholic Maintained,Primary,Open,,info@stannes.derry.ni.sch.uk,
203-6070,St Joseph's Primary School ,12 ARDVARNEY ROAD - EDERNEY,,,ENNISKILLEN,FERMANAGH,BT93 0HA,028 6863 1403,Roman Catholic Maintained,Primary,Open,,info@stjosephsps.ederney.ni.sch.uk,
203-6082,St Colmcille's Primary School ,23 MAIN STREET,CLAUDY,,LONDONDERRY,LONDONDERRY,BT47 4HR,028 7133 8419,Roman Catholic Maintained,Primary,Open,,info@stcolmcilles.claudy.ni.sch.uk,
203-6084,Steelstown Primary School ,40 STEELSTOWN ROAD,,,LONDONDERRY,LONDONDERRY,BT48 8EX,028 7135 1830,Roman Catholic Maintained,Primary,Open,,info@steelstown.derry.ni.sch.uk,
203-6085,St Peter's & St Paul's Primary School ,296 FOREGLEN ROAD,DUNGIVEN,,LONDONDERRY,LONDONDERRY,BT47 4PJ,028 7133 8536,Roman Catholic Maintained,Primary,Open,,info@stpeterpaulps.dungiven.ni.sch.uk,
203-6090,St Naile's Primary School ,KINAWLEY,,,ENNISKILLEN,FERMANAGH,BT92 4FJ,028 6774 8371,Roman Catholic Maintained,Primary,Open,,info@stnailesps.enniskillen.ni.sch.uk,
203-6094,St Patrick's Primary School ,73 CASTLEFIN ROAD,,,CASTLEDERG,TYRONE,BT81 7EE,028 8167 1458,Roman Catholic Maintained,Primary,Open,,info@stpatricks.castlederg.ni.sch.uk,
203-6095,St Mary's Primary School ,20 CLOUGHCOR ROAD,BALLYMAGORRY,,STRABANE,TYRONE,BT82 0BE,028 7184 1237,Roman Catholic Maintained,Primary,Open,,info@stmarys.strabane.ni.sch.uk,
